age,capital_gain,capital_loss,education,final_weight,hours_worked_per_week,marital_status,native_country,occupation,race,relationship,is_male,workclass,over_threshold,capital_gain_log1p,capital_loss_log1p,final_weight_log1p,native_country_frequency
21,0.0,0.0,10,229826,20,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0,0.0,0.0,12.34508213096756,0.8937728937728938
25,0.0,0.0,14,135645,20,Never-married,United-States,Sales,White,Not-in-family,True,Private,0,0.0,0.0,11.817803830000262,0.8937728937728938
39,0.0,0.0,10,19914,40,Divorced,United-States,Adm-clerical,Amer-Indian-Eskimo,Unmarried,False,Private,0,0.0,0.0,9.899228495615745,0.8937728937728938
63,0.0,0.0,5,201631,40,Married-civ-spouse,United-States,Farming-fishing,Black,Husband,True,Private,0,0.0,0.0,12.214199532741782,0.8937728937728938
24,0.0,0.0,9,232841,35,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0,0.0,0.0,12.358115390938199,0.8937728937728938
44,0.0,0.0,11,185602,40,Divorced,United-States,Exec-managerial,White,Unmarried,False,Private,0,0.0,0.0,12.131365262996708,0.8937728937728938
50,0.0,1408.0,12,240922,5,Never-married,United-States,Sales,White,Not-in-family,False,Self-emp-not-inc,0,0.0,7.25063551189868,12.39223265934644,0.8937728937728938
21,0.0,0.0,9,317175,60,Never-married,United-States,Transport-moving,White,Not-in-family,True,Private,0,0.0,0.0,12.667212103837437,0.8937728937728938
30,0.0,0.0,9,348592,40,Separated,United-States,Other-service,White,Not-in-family,True,Private,0,0.0,0.0,12.76166033154516,0.8937728937728938
56,0.0,0.0,9,131608,10,Divorced,United-States,?,White,Not-in-family,True,?,0,0.0,0.0,11.78759068459268,0.8937728937728938
35,0.0,0.0,13,350103,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,0,0.0,0.0,12.765985532184544,0.8937728937728938
22,0.0,0.0,9,388885,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,12.871041520524402,0.8937728937728938
34,0.0,0.0,13,303867,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1,0.0,0.0,12.624348675565354,0.8937728937728938
28,0.0,0.0,10,129624,40,Never-married,United-States,?,White,Other-relative,True,?,0,0.0,0.0,11.772400945531828,0.8937728937728938
30,0.0,0.0,9,140869,40,Never-married,United-States,Other-service,White,Unmarried,False,Private,0,0.0,0.0,11.855592758254353,0.8937728937728938
36,0.0,0.0,13,74791,60,Married-civ-spouse,?,Sales,White,Wife,True,Private,0,0.0,0.0,11.222466206371152,0.0115995115995116
46,0.0,0.0,9,167915,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,12.031219133343713,0.8937728937728938
45,0.0,0.0,9,278151,40,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Private,0,0.0,0.0,12.5359230058425,0.8937728937728938
50,0.0,1902.0,13,204577,60,Married-civ-spouse,United-States,?,Black,Husband,True,?,1,0.0,7.551186867296149,12.228704599836513,0.8937728937728938
17,0.0,0.0,6,130795,20,Never-married,United-States,Other-service,White,Own-child,True,Private,0,0.0,0.0,11.781394136497871,0.8937728937728938
43,0.0,0.0,10,320984,50,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Self-emp-inc,0,0.0,0.0,12.679149672048357,0.8937728937728938
31,0.0,1590.0,13,190772,35,Never-married,?,Exec-managerial,White,Own-child,False,Private,0,0.0,7.372118028337787,12.158839518548957,0.0115995115995116
36,0.0,0.0,9,341672,60,Married-spouse-absent,__RARE__,Adm-clerical,Asian-Pac-Islander,Other-relative,True,Private,0,0.0,0.0,12.7416094183001,0.0
26,4650.0,0.0,13,186454,40,Never-married,__RARE__,Prof-specialty,Asian-Pac-Islander,Not-in-family,True,Private,0,8.444837529224097,0.0,12.135945202088378,0.0
62,0.0,0.0,11,208266,40,Divorced,United-States,Adm-clerical,Black,Not-in-family,False,Local-gov,0,0.0,0.0,12.246576189350387,0.8937728937728938
32,0.0,0.0,9,49593,40,Never-married,United-States,Adm-clerical,Black,Not-in-family,False,Private,0,0.0,0.0,10.811625137653897,0.8937728937728938
45,2174.0,0.0,11,138626,50,Divorced,United-States,Exec-managerial,White,Not-in-family,True,Private,0,7.684783943522785,0.0,11.839542151960677,0.8937728937728938
30,0.0,0.0,9,202450,40,Divorced,United-States,Craft-repair,White,Own-child,True,Private,0,0.0,0.0,12.21825316093934,0.8937728937728938
34,0.0,0.0,10,215047,45,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,0,0.0,0.0,12.278616538005883,0.8937728937728938
37,0.0,0.0,12,215419,25,Married-civ-spouse,United-States,Other-service,White,Wife,False,Private,0,0.0,0.0,12.280344889904761,0.8937728937728938
20,0.0,0.0,2,472789,30,Never-married,__RARE__,Farming-fishing,White,Not-in-family,True,Private,0,0.0,0.0,13.066406594258131,0.0
30,0.0,0.0,11,203034,40,Married-spouse-absent,United-States,Craft-repair,White,Not-in-family,True,Private,0,0.0,0.0,12.221133656955478,0.8937728937728938
26,0.0,0.0,9,333108,40,Divorced,United-States,Sales,White,Not-in-family,True,Private,0,0.0,0.0,12.716225042730006,0.8937728937728938
46,0.0,0.0,14,144351,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1,0.0,0.0,11.880010040208122,0.8937728937728938
53,0.0,0.0,4,247651,56,Divorced,United-States,Machine-op-inspct,Black,Unmarried,False,Private,0,0.0,0.0,12.419779813897362,0.8937728937728938
32,0.0,0.0,4,175878,35,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,12.07755153758379,0.8937728937728938
38,0.0,0.0,13,312528,37,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,State-gov,0,0.0,0.0,12.65245254385294,0.8937728937728938
51,0.0,0.0,9,100933,40,Never-married,United-States,Exec-managerial,White,Other-relative,False,Private,0,0.0,0.0,11.522222116875323,0.8937728937728938
49,0.0,0.0,11,27067,60,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Self-emp-not-inc,0,0.0,0.0,10.206107497352116,0.8937728937728938
36,0.0,0.0,9,179358,30,Widowed,United-States,Handlers-cleaners,White,Unmarried,False,Private,0,0.0,0.0,12.097144662911319,0.8937728937728938
37,0.0,0.0,9,28887,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,State-gov,1,0.0,0.0,10.271181562957294,0.8937728937728938
34,0.0,0.0,6,198693,30,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0,0.0,0.0,12.199521231808198,0.8937728937728938
22,0.0,0.0,9,509048,37,Never-married,United-States,Sales,Black,Other-relative,False,Private,0,0.0,0.0,13.140299558089842,0.8937728937728938
42,0.0,0.0,14,114580,70,Divorced,United-States,Exec-managerial,White,Unmarried,False,Self-emp-not-inc,0,0.0,0.0,11.649037275451104,0.8937728937728938
37,0.0,0.0,10,241805,30,Married-civ-spouse,United-States,Other-service,Black,Husband,True,Private,0,0.0,0.0,12.395891030750752,0.8937728937728938
18,0.0,0.0,10,78567,30,Never-married,United-States,?,White,Own-child,True,?,0,0.0,0.0,11.27171977083761,0.8937728937728938
50,0.0,0.0,9,308764,40,Widowed,United-States,Transport-moving,White,Unmarried,False,Local-gov,0,0.0,0.0,12.64033574874016,0.8937728937728938
33,0.0,0.0,9,177727,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1,0.0,0.0,12.088009570666472,0.8937728937728938
24,0.0,0.0,10,155818,40,Never-married,United-States,Sales,White,Own-child,False,Private,0,0.0,0.0,11.956450356202852,0.8937728937728938
58,0.0,0.0,8,178660,40,Married-civ-spouse,United-States,?,White,Husband,True,?,0,0.0,0.0,12.093245434463944,0.8937728937728938
31,0.0,0.0,14,199655,30,Divorced,United-States,Other-service,__RARE__,Not-in-family,False,Private,0,0.0,0.0,12.204351164631833,0.8937728937728938
31,3137.0,0.0,9,109055,45,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Private,0,8.051340933292979,0.0,11.599616790748932,0.8937728937728938
21,0.0,0.0,10,140001,30,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0,0.0,0.0,11.849411987203688,0.8937728937728938
61,0.0,0.0,9,141745,40,Divorced,United-States,Other-service,Black,Not-in-family,False,Private,0,0.0,0.0,11.861792002496959,0.8937728937728938
37,0.0,0.0,13,52870,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0,0.0,0.0,10.875610263368761,0.8937728937728938
23,0.0,0.0,11,325921,36,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0,0.0,0.0,12.694413367917013,0.8937728937728938
36,0.0,0.0,13,403681,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1,0.0,0.0,12.908382718281954,0.8937728937728938
40,0.0,1977.0,12,207578,60,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1,0.0,7.589841512182657,12.243267269087886,0.8937728937728938
32,0.0,0.0,12,123253,42,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,11.72200254573936,0.8937728937728938
32,2407.0,0.0,9,104525,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,7.786551806428712,0.0,11.557191123268215,0.8937728937728938
23,0.0,0.0,9,191444,40,Never-married,United-States,?,White,Own-child,True,?,0,0.0,0.0,12.162355840084901,0.8937728937728938
24,0.0,0.0,11,103277,40,Never-married,United-States,Prof-specialty,White,Own-child,False,Private,0,0.0,0.0,11.54517966049956,0.8937728937728938
52,0.0,1740.0,10,191529,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0,0.0,7.462214939768189,12.162799733296707,0.8937728937728938
29,0.0,0.0,10,66473,50,Never-married,United-States,Farming-fishing,White,Unmarried,True,Private,0,0.0,0.0,11.104566172748727,0.8937728937728938
33,0.0,0.0,9,183612,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,1,0.0,0.0,12.12058556076211,0.8937728937728938
55,0.0,0.0,9,164970,38,Married-civ-spouse,United-States,Other-service,Black,Husband,True,Private,0,0.0,0.0,12.013524979859787,0.8937728937728938
35,0.0,0.0,10,330664,40,Never-married,United-States,Sales,White,Not-in-family,True,Private,0,0.0,0.0,12.708861057263617,0.8937728937728938
32,0.0,0.0,9,262153,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0,0.0,0.0,12.476687396324095,0.8937728937728938
60,0.0,0.0,9,224377,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,12.321087408608834,0.8937728937728938
68,0.0,0.0,9,107910,40,Never-married,United-States,Sales,White,Not-in-family,False,Private,0,0.0,0.0,11.589062092296585,0.8937728937728938
26,0.0,0.0,6,102541,40,Never-married,United-States,?,Amer-Indian-Eskimo,Unmarried,False,?,0,0.0,0.0,11.538027749731057,0.8937728937728938
34,0.0,0.0,9,179877,40,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0,0.0,0.0,12.100034122299373,0.8937728937728938
44,0.0,0.0,10,84535,48,Divorced,United-States,Sales,White,Unmarried,False,Private,0,0.0,0.0,11.344932758120867,0.8937728937728938
52,0.0,0.0,9,225339,35,Widowed,United-States,Adm-clerical,Black,Unmarried,False,Private,0,0.0,0.0,12.325365651718156,0.8937728937728938
36,0.0,0.0,9,116608,40,Divorced,United-States,Exec-managerial,White,Not-in-family,False,Private,0,0.0,0.0,11.666581736883748,0.8937728937728938
23,0.0,0.0,13,197207,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0,0.0,0.0,12.192014288279134,0.8937728937728938
29,0.0,0.0,10,227890,40,Divorced,United-States,Machine-op-inspct,Black,Not-in-family,True,Private,0,0.0,0.0,12.336622723449159,0.8937728937728938
44,0.0,0.0,13,344060,40,Never-married,United-States,Other-service,White,Not-in-family,True,Private,1,0.0,0.0,12.748574246216608,0.8937728937728938
37,0.0,0.0,13,190297,45,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1,0.0,0.0,12.15634654350752,0.8937728937728938
36,0.0,0.0,9,214807,40,Divorced,United-States,Other-service,White,Unmarried,False,Private,0,0.0,0.0,12.277499884871167,0.8937728937728938
24,0.0,0.0,7,374763,40,Separated,Mexico,Craft-repair,White,Not-in-family,True,Private,0,0.0,0.0,12.834051773505868,0.02197802197802198
31,0.0,0.0,13,341672,60,Married-civ-spouse,__RARE__,Adm-clerical,Asian-Pac-Islander,Husband,True,Private,0,0.0,0.0,12.7416094183001,0.0
34,0.0,0.0,10,169496,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,1,0.0,0.0,12.040590506530966,0.8937728937728938
47,10520.0,0.0,13,112200,45,Never-married,United-States,Exec-managerial,Black,Not-in-family,True,Self-emp-not-inc,1,9.261128538808288,0.0,11.628047184686986,0.8937728937728938
38,0.0,0.0,9,320811,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1,0.0,0.0,12.678610560758681,0.8937728937728938
29,0.0,0.0,4,144063,72,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,11.878012924266404,0.8937728937728938
29,0.0,0.0,6,247507,43,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0,0.0,0.0,12.419198183700821,0.8937728937728938
24,0.0,0.0,10,159567,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0,0.0,0.0,11.980225442641649,0.8937728937728938
37,0.0,0.0,13,64922,70,Separated,__RARE__,Other-service,White,Not-in-family,True,Private,0,0.0,0.0,11.080957231281733,0.0
45,0.0,0.0,13,201865,40,Married-spouse-absent,United-States,Exec-managerial,White,Unmarried,True,Private,0,0.0,0.0,12.215359389921906,0.8937728937728938
65,2964.0,0.0,4,72776,40,Never-married,United-States,Farming-fishing,White,Not-in-family,True,Self-emp-not-inc,0,7.994632311431825,0.0,11.195155250201163,0.8937728937728938
34,0.0,0.0,10,189843,40,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,State-gov,0,0.0,0.0,12.153957961262721,0.8937728937728938
32,0.0,0.0,10,286675,40,Never-married,United-States,Exec-managerial,White,Other-relative,True,Private,0,0.0,0.0,12.566107937171111,0.8937728937728938
31,3908.0,0.0,13,256362,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,0,8.271036865792954,0.0,12.454349687843342,0.8937728937728938
50,0.0,0.0,9,186888,40,Married-civ-spouse,United-States,Exec-managerial,Black,Wife,False,Local-gov,1,0.0,0.0,12.138270136708956,0.8937728937728938
32,0.0,0.0,10,97281,40,Never-married,United-States,Exec-managerial,White,Own-child,True,Private,0,0.0,0.0,11.485369256199183,0.8937728937728938
20,0.0,0.0,10,117789,10,Never-married,United-States,Sales,White,Own-child,False,Private,0,0.0,0.0,11.67665865695283,0.8937728937728938
26,0.0,0.0,9,195216,12,Divorced,United-States,Other-service,White,Not-in-family,False,Private,0,0.0,0.0,12.181867039332936,0.8937728937728938
70,0.0,0.0,5,142851,18,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0,0.0,0.0,11.869564408260945,0.8937728937728938
31,0.0,0.0,13,234500,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,0,0.0,0.0,12.365215131251702,0.8937728937728938
58,0.0,0.0,14,170480,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,0.0,0.0,12.046379132546004,0.8937728937728938
24,0.0,0.0,7,89347,40,Never-married,United-States,Machine-op-inspct,White,Not-in-family,False,Private,0,0.0,0.0,11.400294136453448,0.8937728937728938
39,0.0,0.0,13,99452,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1,0.0,0.0,11.507440449739654,0.8937728937728938
71,20051.0,0.0,10,118119,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1,9.906084178383393,0.0,11.679456335857859,0.8937728937728938
29,0.0,0.0,13,129528,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0,0.0,0.0,11.771660073275246,0.8937728937728938
25,0.0,0.0,13,257574,20,Never-married,United-States,Adm-clerical,Black,Not-in-family,False,Self-emp-not-inc,0,0.0,0.0,12.459066218813268,0.8937728937728938
58,0.0,0.0,9,160586,40,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Local-gov,0,0.0,0.0,11.986591130767648,0.8937728937728938
23,0.0,0.0,9,202416,30,Never-married,United-States,Sales,White,Not-in-family,False,Private,0,0.0,0.0,12.21808520496317,0.8937728937728938
60,4508.0,0.0,9,71457,8,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Self-emp-not-inc,0,8.413830678421084,0.0,11.17686514350032,0.8937728937728938
60,0.0,0.0,7,220342,35,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,12.302940702123143,0.8937728937728938
24,0.0,0.0,13,138513,20,Never-married,United-States,Prof-specialty,White,Not-in-family,True,State-gov,0,0.0,0.0,11.838726682533476,0.8937728937728938
60,0.0,0.0,14,165792,8,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,State-gov,0,0.0,0.0,12.018495301250445,0.8937728937728938
47,0.0,0.0,9,187563,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0,0.0,0.0,12.141875399484967,0.8937728937728938
31,0.0,0.0,9,227864,40,Married-civ-spouse,United-States,Craft-repair,Black,Husband,True,State-gov,0,0.0,0.0,12.336508627309872,0.8937728937728938
25,0.0,0.0,9,176616,40,Never-married,United-States,Other-service,White,Own-child,True,Local-gov,0,0.0,0.0,12.081738825259693,0.8937728937728938
35,0.0,0.0,13,144401,40,Married-civ-spouse,__RARE__,Prof-specialty,Asian-Pac-Islander,Wife,False,Private,1,0.0,0.0,11.88035635576046,0.0
29,0.0,0.0,14,360527,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Federal-gov,1,0.0,0.0,12.795324902593903,0.8937728937728938
22,0.0,0.0,9,413110,15,Never-married,United-States,Other-service,Black,Other-relative,False,Private,0,0.0,0.0,12.931471600965464,0.8937728937728938
36,0.0,0.0,11,339116,40,Divorced,?,Exec-managerial,White,Not-in-family,False,Self-emp-inc,0,0.0,0.0,12.734100459561345,0.0115995115995116
46,0.0,0.0,6,216647,20,Divorced,United-States,Protective-serv,White,Unmarried,False,Local-gov,0,0.0,0.0,12.286029195646101,0.8937728937728938
41,0.0,0.0,14,32185,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Local-gov,1,0.0,0.0,10.37928685437844,0.8937728937728938
47,0.0,0.0,9,211668,40,Married-civ-spouse,United-States,Machine-op-inspct,Black,Wife,False,Private,1,0.0,0.0,12.262779012768007,0.8937728937728938
28,5013.0,0.0,13,219705,55,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,0,8.519989278718239,0.0,12.30004556796793,0.8937728937728938
38,0.0,0.0,10,184456,50,Never-married,__RARE__,Other-service,White,Not-in-family,True,Private,0,0.0,0.0,12.12517165296885,0.0
54,0.0,1977.0,16,182314,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,0.0,7.589841512182657,12.113491239234605,0.8937728937728938
53,0.0,0.0,13,104501,42,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,0,0.0,0.0,11.556961488959839,0.8937728937728938
60,0.0,0.0,9,178792,40,Widowed,United-States,Handlers-cleaners,White,Not-in-family,False,Private,0,0.0,0.0,12.09398399106703,0.8937728937728938
29,0.0,0.0,9,369114,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0,0.0,0.0,12.818863527585451,0.8937728937728938
55,0.0,0.0,14,134042,40,Married-civ-spouse,United-States,Exec-managerial,White,Wife,False,Local-gov,1,0.0,0.0,11.80591592297948,0.8937728937728938
